Title,Video ID,Published At,Keyword,Likes,Comments,Views,Year,Month,Day,Day_of_Week,Engagement_Rate,Like_Rate,Comment_Rate,Total_Comments,Total_Comment_Likes,Avg_Sentiment
Trolling Zoom Classes....But I Leak My Search History!,xA38Ry3zmvo,2022-07-20,trolling,13777.0,585.0,338844.0,2022,7,20,Wednesday,4.238516135696262,4.065870825893845,0.17264530980241705,10,1835.0,1.2
FUNNIEST KAREN TROLLING in SCHOOL ZOOM CLASS COMPILATION 2021,HguHdjnLqTE,2021-11-17,trolling,106511.0,2800.0,4502356.0,2021,11,17,Wednesday,2.4278616733413187,2.3656720246750758,0.06218964866624303,10,12807.0,1.6
Andrew Tate Trolls FEMINIST Zoom Classes!,d4kAPWBH3e8,2022-07-30,trolling,15082.0,753.0,310738.0,2022,7,30,Saturday,5.095916508709882,4.853590955753864,0.24232555295601774,10,2394.0,1.3
Trolling Jet Griefers With My Chernobog Is Too Fun on GTA Online,iyUoHFClJVg,2022-06-04,trolling,29921.0,1783.0,1005072.0,2022,6,4,Saturday,3.1543977402636427,2.976997690715003,0.17740004954863975,10,3155.0,1.4
Trolling FEMINIST Classes On Zoom!,bCoRtjPU-D0,2022-03-08,trolling,20616.0,879.0,425099.0,2022,3,8,Tuesday,5.056457304163726,4.849682427664079,0.20677487649964715,10,10065.0,0.7
TROLLING SALTY ADMINS with BANNED CARS... GTA 5 RP,2x-VUP_czUM,2022-08-09,trolling,37296.0,1088.0,855392.0,2022,8,9,Tuesday,4.487294144328981,4.36010114649056,0.12719299783842045,10,4018.0,1.4
Trolling The POLICE on Zoom!,DCY1ZL3yJE0,2022-04-02,trolling,22894.0,896.0,420420.0,2022,4,2,Saturday,5.658613627768356,5.445493921569094,0.21311970619926215,10,6729.0,0.8
trolling zoom classes... but my boat is sinking,llfQoYue0Yw,2021-09-12,trolling,455277.0,12904.0,9736125.0,2021,9,12,Sunday,4.808699065726964,4.67616175057718,0.1325373151497834,10,15400.0,1.5
Eating MEAT in VEGAN Zoom Classes!,kkdUBBMNpI4,2022-01-31,trolling,127211.0,3593.0,2987298.0,2022,1,31,Monday,4.378671167499471,4.258395292871588,0.1202758746278829,10,26806.0,0.8
TROLLING as an ODER in BROOKHAVEN (JUICY..),5u0LUssIl58,2022-04-07,trolling,10705.0,761.0,639089.0,2022,4,7,Thursday,1.794113505140121,1.6750379445774461,0.11907556056267506,10,452.0,1.6
Living on a clans compound base - Admin Trolling,ioSRdn80cXo,2022-06-06,trolling,25917.0,1094.0,608323.0,2022,6,6,Monday,4.44023250767683,4.260394132074355,0.17983837560247498,10,4550.0,1.2
Cloning Clan Compounds in Rust - Admin Trolling,gTno-x16v8I,2022-05-13,trolling,29615.0,1510.0,869372.0,2022,5,13,Friday,3.580166395781788,3.406478001962334,0.1736883938194538,10,4197.0,1.5
TROLLING as a NEXTBOT in Da Hood Voice Chat,WwIbtwd1wqM,2022-08-13,trolling,3237.0,595.0,80522.0,2022,8,13,Saturday,4.758888764700768,4.019969449722439,0.7389193149783291,10,314.0,1.6
Trolling Feminists on Discord,GJj8DmOMvUU,2021-11-22,trolling,100199.0,8790.0,1430388.0,2021,11,22,Monday,7.619535664773708,7.005017516214121,0.6145181485595876,10,37419.0,1.0
Trolling ANGRY BALD Teachers On Zoom!,HIn28gPT6T8,2022-08-02,trolling,6253.0,359.0,115655.0,2022,8,2,Tuesday,5.716953724839178,5.406550459984782,0.3104032648543958,10,943.0,1.1
TROLLING KID COPS ON GTA 5 RP,WKNJTJSzi58,2022-02-11,trolling,6189.0,276.0,328489.0,2022,2,11,Friday,1.9680964412919726,1.8840756187402965,0.08402082255167585,10,242.0,1.1
Trolling with Teleporters (Roblox Obby Creator),uCIFZ3YSia0,2022-08-20,trolling,1213.0,144.0,53965.0,2022,8,20,Saturday,2.5145461957528816,2.247711522069451,0.2668346736834303,10,38.0,1.8
Trolling SALTY ADMINS as BATMAN in GTA 5 RP,_0_RmPq52Ik,2022-05-01,trolling,33974.0,695.0,715895.0,2022,5,1,Sunday,4.842742521260071,4.745661380982712,0.09708114027735872,10,2541.0,1.6
Somebody Is Trolling This Pastor And It IS SO FUNNY,mizjkPLUFYo,2022-08-21,trolling,10724.0,3548.0,186568.0,2022,8,21,Sunday,7.649716726787409,5.748007439606794,1.901709287180614,10,2154.0,0.6
TROLLING THE ADMINS OF HARRY POTTER ROLEPLAY,TBl0v30uems,2022-03-14,trolling,36776.0,1192.0,740962.0,2022,3,14,Monday,5.124142501042562,4.96327077060528,0.16087173043728228,10,9397.0,1.2
Trolling TOP PLAYERS with an IMPOSSIBLE CHALLENGE,LVOxY8l23xo,2022-08-23,trolling,4873.0,319.0,64877.0,2022,8,23,Tuesday,8.002712783994575,7.511020684977959,0.4916920990166158,10,3188.0,1.3
Funny Troll Football Memes V183,UEw6eTVzq8U,2022-08-24,trolling,1229.0,54.0,21962.0,2022,8,24,Wednesday,5.841642762828394,5.595774712015663,0.2458680508127305,10,287.0,0.7
I Got Banned For Trolling Racists In Gmod RP,S4JxreI4Lo0,2022-08-21,trolling,804.0,85.0,14721.0,2022,8,21,Sunday,6.038581714440973,5.461214508898247,0.5773672055427251,10,158.0,1.1
Trolling Children on Roblox as Karen,k1YrhR5w_Fs,2021-04-16,trolling,76217.0,2645.0,1266882.0,2021,4,16,Friday,6.224884223720738,6.016104091695918,0.20878013202482,10,17717.0,0.6
TROLLING AS AN HR AT VINNS HOTELS!!! - ROBLOX Trolling!!,I_qoC3C2xvM,2022-08-23,trolling,344.0,101.0,5388.0,2022,8,23,Tuesday,8.257561699758769,6.3833735386899235,1.874188161068844,10,141.0,1.7
Solvathellam unmai troll|latest Tamil troll|TMM,x116DQxj6yM,2022-08-21,trolling,1139.0,59.0,128524.0,2022,8,21,Sunday,0.932114374635285,0.8862089087726124,0.045905465862672634,10,70.0,1.6
Shotzzy Trolling Karma! 🤣,amrVJKhr_ec,2022-08-23,trolling,467.0,31.0,36585.0,2022,8,23,Tuesday,1.3611764062756244,1.276444541627945,0.08473186464767944,10,231.0,0.9
"4K ASMR | Pulling, Snipping, Tweezing, Removing Anxieties &amp; Stress",yDpjxOxWNOA,2022-08-24,asmr,14787.0,747.0,296801.0,2022,8,24,Wednesday,5.233792225119776,4.982109284977864,0.2516829401419128,10,1649.0,1.9
Your Hair is visible AIR [ASMR] Hairdresser Roleplay,fyDC5d4E-eQ,2022-08-23,asmr,4855.0,255.0,75586.0,2022,8,23,Tuesday,6.760421765647533,6.423062166774709,0.337359598872822,10,1917.0,1.7
ASMR The Sleepiest Session 🌧 Rainy Evening Whispers &amp; Personal Attention for Sleep,tNwrZNSe4xM,2022-08-24,asmr,4296.0,269.0,78423.0,2022,8,24,Wednesday,5.820922166683668,5.477914924002857,0.343007242680812,10,172.0,2.0
"ASMR Medical Triggers On Your EARS (Up Close Sounds, Tingles, Sleep, Study, Intense)",DdcML4Tfn7k,2022-08-23,asmr,2945.0,207.0,58050.0,2022,8,23,Tuesday,5.429708359890442,5.073125355291038,0.35658300459940395,10,314.0,2.0
A Make-Over by Amy Rose (Sonic ASMR),XzyMYgwxPyI,2022-08-24,asmr,1804.0,128.0,24792.0,2022,8,24,Wednesday,7.792522082845965,7.276247327874803,0.5162747549711612,10,257.0,1.9
АСМР 🤤❤️ СПОРИМ ТЫ УСНЕШЬ за 10 минут? 😴 ASMR I&#39;ll Help You Fall Asleep in 10 Minutes,cbwLTBpis-s,2022-08-24,asmr,8534.0,436.0,138803.0,2022,8,24,Wednesday,6.462349788190543,6.14823780294516,0.314111985245382,10,463.0,1.1
"ASMR Realistic Shoe Store (Soft Spoken, Personal Attention)",0neHlwthEvM,2022-08-24,asmr,1808.0,151.0,36473.0,2022,8,24,Wednesday,5.370949169271261,4.956955639633712,0.41399352963755004,10,188.0,1.8
ASMR Doing Your Makeup For A Date 💕,zdFD4aJojF4,2022-08-24,asmr,701.0,47.0,16243.0,2022,8,24,Wednesday,4.604777148485595,4.315439546909628,0.28933760157596655,10,44.0,2.0
🎧ASMR for People Who Want to Tingle Without Earphones / NO TALKING,AhMmX-QvNu8,2022-08-23,asmr,597.0,71.0,10572.0,2022,8,23,Tuesday,6.317979759765441,5.646457958952047,0.6715218008133926,10,62.0,2.0
Ultra Fast RAW NOOB Gamer Sounds 🎮ASMR🕹️,jFnV2uXoSII,2022-08-24,asmr,3344.0,142.0,55828.0,2022,8,24,Wednesday,6.2440667036844655,5.989718605026062,0.25434809865840335,10,461.0,1.7
ASMR Gaming 😴 Fortnite 1 Kill = 1 Trigger Relaxing Mouth Sounds 🎮🎧 Controller Sounds + Whispering 💤,mqc6QqoGNWI,2022-08-24,asmr,563.0,86.0,14537.0,2022,8,24,Wednesday,4.4641628834777825,3.8726097124776446,0.5915531710001375,10,69.0,1.7
ASMR | RARE AND SPECIFIC TRIGGERS FOR SLEEP,Bz1ppTmOLUY,2022-08-24,asmr,2025.0,320.0,32988.0,2022,8,24,Wednesday,7.108430082754857,6.138409772954621,0.9700203098002365,10,147.0,1.8
"ASMR Art Student Sketches You (personal attention, pencil sounds)",uSXTOxDME_g,2022-08-24,asmr,1031.0,75.0,19755.0,2022,8,24,Wednesday,5.598299250860498,5.21866774650739,0.3796315043531079,10,49.0,2.0
Slow &amp; Relaxing ASMR | Without A Plan 🤍,4GzT3uraGiA,2022-08-24,asmr,1717.0,114.0,34348.0,2022,8,24,Wednesday,5.330577309383097,4.998689918192669,0.3318873911904277,10,67.0,2.0
ASMR ALIEN FULL BODY EXAM DETAILED Medical Roleplay 👽 Cranial Nerve Orbital Eye Sci-Fi Examination,6jvrAjL3JnA,2022-08-24,asmr,4512.0,349.0,116672.0,2022,8,24,Wednesday,4.166345255543271,3.867218636702579,0.29912661884069147,10,373.0,2.0
ASMR for Those Who Want to Sleep Soundly Now / 3Hr (No Talking),-SYwOAe6V_4,2021-12-02,asmr,454036.0,6622.0,23568994.0,2021,12,2,Thursday,1.9545084548577487,1.9264122208010992,0.028096234056649422,10,22144.0,1.6
ASMR | Luxury International Flight Attendant Experience | Overnight Flight,SYNiH5IYZCE,2022-07-23,asmr,56993.0,2142.0,1686249.0,2022,7,23,Saturday,3.5068939955522613,3.379866567828021,0.1270274277242402,10,22084.0,1.7
"ASMR Relaxing Spa Facial Treatment 💆🏽‍♀️ (Personal Attention, Tingly Skincare, Scalp Massage)",-qKnNCp-ZhI,2022-08-09,asmr,34526.0,1668.0,1018753.0,2022,8,9,Tuesday,3.5527713265420306,3.3890419080563117,0.16372941848571881,10,7990.0,1.7
짜장 낙지다리 🐙 직접 만든 짜장소스 해물찜 먹방 Jjajang Octopus Skewers Stir Fried Seafood Recipe Mukbang ASMR Ssoyoung,YSUuBk0wlwA,2022-08-24,asmr,11283.0,378.0,261713.0,2022,8,24,Wednesday,4.455627134964121,4.311194662876269,0.14443247208785162,10,195.0,1.8
ASMR MUKBANG 편의점 핵불닭 미니!! 떡볶이 &amp; 핫도그 &amp; 치즈 피자 FIRE Noodle &amp; HOT DOG &amp; CHEESE PIZZA EATING SOUND!,2kXKZ0kWHhY,2022-08-23,asmr,18685.0,385.0,464557.0,2022,8,23,Tuesday,4.104977204138127,4.022102729906707,0.08287447423141997,9,159.0,1.6666666666666667
ASMR | Allergy Test &amp; Skin Treatment Medical Exam,JSoGsO6n-qU,2022-04-09,asmr,96744.0,3114.0,4309217.0,2022,4,9,Saturday,2.3173114008156466,2.2450477093523697,0.07226369146327709,10,21925.0,1.3
"GENTLE ASMR FOR INSTANT RELAXATION 💤 Hair Straightening, Spraying, Brushing, Hair Play (no talking)",xv_5rueuQ4c,2022-08-23,asmr,311.0,14.0,10108.0,2022,8,23,Tuesday,3.214956969037491,3.0764665149866457,0.13849045405084578,10,18.0,1.9
【ASMR】ささやきながら、ゆっくり＆早くタッピング【睡眠導入】,YwjuZyliaTo,2022-08-24,asmr,1362.0,269.0,43743.0,2022,8,24,Wednesday,3.7285113386978783,3.11356986100951,0.6149414776883687,10,136.0,1.1
full body ASMR REIKI to release anger &amp; resentment towards someone | cutting cords &amp; energy plucking,V75oh1i40Pk,2022-08-24,asmr,875.0,58.0,15786.0,2022,8,24,Wednesday,5.909925888389181,5.542534997149554,0.36739089123962754,10,95.0,2.0
"ASMR Personal Attention to Fall Asleep FAST (skincare, face tracing, pampering, guided relaxing)",sli9jhUvKFA,2021-12-22,asmr,16649.0,370.0,951514.0,2021,12,22,Wednesday,1.7886213039205896,1.7497359474101828,0.03888535651040709,10,2979.0,2.0
ASMR: sentando ao seu lado no AVIÃO ✈️  te ajudando a dormir delicadamente!,R5R95xV8r5o,2022-08-23,asmr,815.0,43.0,6178.0,2022,8,23,Tuesday,13.885742029454603,13.189836543129957,0.695905486324648,10,32.0,1.1
"ASMR raw honey comb eating, mouth sounds 🍯",uTLt1bb-eFg,2022-08-24,asmr,1722.0,124.0,25331.0,2022,8,24,Wednesday,7.287225643454918,6.797726196115585,0.48949944733933365,10,350.0,2.0
"Up Close, Soft, Ear-to-Ear ASMR for Sleep",Am-OokvN-ek,2022-07-26,asmr,35777.0,1237.0,1228300.0,2022,7,26,Tuesday,3.0134307470237345,2.9127225329947626,0.10070821402897172,10,6097.0,2.0
ASMR Slow to Fast (wet/dry) Mouth Sounds EXTRA Sensitivity for Ultimate Tingles,R0w1pKxEDe4,2022-08-23,asmr,423.0,68.0,9245.0,2022,8,23,Tuesday,5.310404499242916,4.574951330304996,0.7354531689379191,9,8.0,2.0
Sculpting You | ASMR,QzXuTZRgOiQ,2022-08-14,asmr,9886.0,525.0,297290.0,2022,8,14,Sunday,3.5019559959770055,3.325361346290335,0.17659464968667063,10,6453.0,1.6
ASMR Flight Attendant Sleep Care Service✈️,JaqesAupcVA,2022-08-14,asmr,51772.0,2918.0,1075761.0,2022,8,14,Sunday,5.083838246749746,4.812588658086082,0.27124958866366355,10,12924.0,1.8
ASMR pour ceux qui n’ont pas de CASQUE/ÉCOUTEURS,aEu6fcwWCOg,2022-08-24,asmr,703.0,283.0,8694.0,2022,8,24,Wednesday,11.33985048878666,8.085106382978724,3.254744105807936,10,67.0,1.4
"ASMR EDIBLE SLIME, HAIR BRUSH, TIK TOK FRUIT JELLY, JELLO POPSICLE, PURPLE FOOD, CANDY MUKBANG 먹방",rmWXRoJVxh8,2020-10-15,asmr,148120.0,12399.0,10008290.0,2020,10,15,Thursday,1.6038602394754509,1.4799729544234874,0.12388728505196342,10,5228.0,1.6
"ASMR- CABELEIREIRA GROSSEIRA E APRESSADA DANDO UM TRATO NO SEU CABELO (CORTE, CREME,PENTE,ETC)",WzSJM31H4oU,2022-08-23,asmr,4656.0,296.0,31449.0,2022,8,23,Tuesday,15.745627980922098,14.804451510333863,0.9411764705882352,10,420.0,1.7
FASTEST ASMR SOUNDS FOR SLEEP,cEvucCcV4ok,2022-08-24,asmr,2237.0,221.0,33028.0,2022,8,24,Wednesday,7.441944957461624,6.772835992612553,0.669108964849072,10,276.0,1.2
O ASMR MAIS RÁPIDO DE TODOS OS TEMPOS *recorde mundial*,roYNixE0N1c,2022-08-24,asmr,2011.0,130.0,16887.0,2022,8,24,Wednesday,12.677640928469918,11.907863571766935,0.7697773567029844,10,88.0,1.4
ASMR Guaranteed Tingles 🤤 99.9% of You Will Sleep / 3Hr (No Talking),WAKjzzAAYRo,2021-04-10,asmr,618688.0,13240.0,33779197.0,2021,4,10,Saturday,1.8707608155764979,1.8315650951807676,0.03919572039572994,10,82723.0,1.4
asmr ultra sensible mouth sounds,AfHGm9vgoOM,2022-08-24,asmr,2786.0,253.0,26789.0,2022,8,24,Wednesday,11.343784994400895,10.39940276222471,0.9443822321761851,10,299.0,1.8
Gibi ASMR | Playing Would You Rather on an iPad,RuoNDegjPts,2022-08-13,asmr,26419.0,1191.0,747110.0,2022,8,13,Saturday,3.6955686638263927,3.53615460085583,0.15941406297056263,10,6975.0,2.0
ASMR Shivers Down Your Spine (childhood back tracing games),WDZmnkfaDF4,2022-07-30,asmr,17961.0,695.0,463378.0,2022,7,30,Saturday,4.026078005261352,3.8760927879770124,0.14998521728433958,10,7026.0,1.4
"Fastest ASMR | Daisy, Lorelei, Sybil, Luna, Mistletoe, Bart, Robyn, PomPom, Fleeb Florb, Tatyana",P0OK4LDOk_k,2022-08-03,asmr,61031.0,5037.0,1229745.0,2022,8,3,Wednesday,5.372491555166676,4.962894776644934,0.40959677852174353,10,15547.0,1.5
ASMR Brain Penetrating Triggers Ear to Ear for Endless Tingles (No Talking),tATTLWTfoaY,2022-08-11,asmr,12942.0,299.0,369997.0,2022,8,11,Thursday,3.5786679927999607,3.497856745171596,0.08081124762836556,10,1792.0,1.9
I got some things I think sound really nice for ASMR,8s2WrDhdS08,2022-07-30,asmr,26859.0,1357.0,904713.0,2022,7,30,Saturday,3.118775657279538,2.9687835050634788,0.14999215221605944,10,3757.0,1.9
Professional ASMR Haircut For SLEEP ✂️💈,TmQDnTBle8M,2022-05-17,asmr,13542.0,422.0,619387.0,2022,5,17,Tuesday,2.2544834578648603,2.1863516890866466,0.06813176877821334,10,947.0,1.9
ASMR On My Lap: Face Tracing to Fall Asleep SO Quick,PyynWtxu3ac,2022-08-24,asmr,6160.0,311.0,146821.0,2022,8,24,Wednesday,4.407377640952991,4.195556524226615,0.21182111672637616,10,190.0,2.0
ASMR LoFi MOUTH SOUNDS With the Apple Mic,2sZvLAiNlmQ,2022-08-24,asmr,4686.0,453.0,59177.0,2022,8,24,Wednesday,8.683970394403326,7.918483220115584,0.765487174287742,10,351.0,1.9
ASMR Follow My Instructions 💗 (very lofi) (gentle background noise),pS7Kw0SELFo,2022-08-23,asmr,15150.0,587.0,319387.0,2022,8,23,Tuesday,4.92723583854121,4.743446842085489,0.18378899645572155,10,2058.0,1.8
[ASMR] 전문가의 페스티벌 메이크업 리얼 사운드✨,vO5uEF4GiHI,2022-08-23,asmr,5577.0,333.0,121692.0,2022,8,23,Tuesday,4.856483117352683,4.582843713278495,0.2736394040741867,10,860.0,1.8
ASMR FR: Roleplay🤵‍♂️espion🤵‍♂️(tu as une mission sur la Lune !?),qxI4eXGvUqQ,2022-08-23,asmr,207.0,26.0,2985.0,2022,8,23,Tuesday,7.803081044876088,6.932350971198928,0.8707300736771602,10,16.0,1.7
겉바속촉 🔥 곱창 통 대창 염통 3종세트 먹방 Crunchy Beef Intestines Daechang Korean Buldak Ramen Mukbang ASMR Ssoyoung,VyeTkGWcKUA,2022-08-22,asmr,15652.0,500.0,459455.0,2022,8,22,Monday,3.5154617634768073,3.40663741468171,0.10882434879509681,10,248.0,1.8
Happy Morning Music - Positive Feelings and Energy - Relaxing Morning Meditation Music For Wake Up,u2IZJJna3yE,2022-08-23,music,109.0,16.0,9542.0,2022,8,23,Tuesday,1.3098606308288798,1.1421984700827832,0.1676621607460966,10,10.0,1.8
Music Mix 2022 🎧 Best Remixes of Popular Songs 🎧 EDM Gaming Music Playlist,IMIZ1KdU8DI,2022-08-23,music,182.0,15.0,19525.0,2022,8,23,Tuesday,1.0089111953293044,0.9320905459387484,0.07682064939055619,10,9.0,2.0
TOP 40 Songs of 2021 2022 \ Best English Songs  (Best Hit Music Playlist) on Spotify  @Sky Music PE,3jgH5weXYwA,2021-11-28,music,83707.0,1717.0,20548194.0,2021,11,28,Sunday,0.4157250795021168,0.40736911441613244,0.008355965085984438,9,2580.0,1.4444444444444444
Lofi For Reading 📚 Lofi Hip Hop | Study Music 📚 Study Beats | Lofi Study Music,ZgeorpjGJC0,2022-08-24,music,329.0,29.0,14336.0,2022,8,24,Wednesday,2.4970356420450583,2.2947618051196206,0.20227383692543766,10,28.0,1.9
Best Nightcore Songs Mix 2022 ♫ 1 Hour Nightcore ♫ Best of Nightcore Gaming Mix,FPtUzGdiXLc,2022-08-24,music,823.0,49.0,29864.0,2022,8,24,Wednesday,2.9198057927339693,2.7557341369496067,0.16407165578436297,10,24.0,1.9
Best Music Mix ♫ No Copyright Gaming Music ♫ Music by Roy Knox and Friends,dh01eSOn9_E,2020-08-20,music,227790.0,8698.0,13966109.0,2020,8,20,Thursday,1.693298993062492,1.6310196611654928,0.06227933189699924,10,5130.0,1.8
2022 New Songs ( Latest English Songs 2022 ) 🥒 Pop Music 2022 New Song 🥒 New Popular Songs 2022,ds2lVJM2viU,2022-08-24,music,714.0,14.0,119878.0,2022,8,24,Wednesday,0.6072790063313842,0.5956005639019345,0.011678442429449695,9,3.0,1.6666666666666667
John Legend - All She Wanna Do (feat. Saweetie) (Official Music Video),RjI4c-QNt0s,2022-08-24,music,5174.0,238.0,187956.0,2022,8,24,Wednesday,2.8793819863053782,2.7527572795905444,0.12662470671483372,10,357.0,2.0
"Ed Sheeran, Martin Garrix, Kygo, Dua Lipa, Avicii, The Chainsmokers Style - Feeling Me #32",4PpkuBUqmkk,2022-08-24,music,2184.0,3.0,32162.0,2022,8,24,Wednesday,6.799738830332991,6.790411342225538,0.009327488107452663,1,0.0,2.0
"Best EDM Music Mix 2022 ♫ Top NCS Gaming Music ♫ Best EDM Remixes, Trap, House, Dubstep",OISP12Z9TAI,2022-08-23,music,2696.0,18.0,40240.0,2022,8,23,Tuesday,6.744365199671977,6.699634700926915,0.044730498745061006,9,23.0,1.8888888888888888
"if someone asks you to play music, play this playlist (pt.7)",-xfghqXtamc,2022-02-08,music,94131.0,920.0,3921128.0,2022,2,8,Tuesday,2.4240722506196555,2.400609620341488,0.023462630278167335,10,7101.0,1.7
For My Soul | Deep Chill Music Mix,VHpFzpA9yrE,2022-08-23,music,577.0,46.0,14780.0,2022,8,23,Tuesday,4.214870441783371,3.903660104187809,0.3112103375955619,10,35.0,1.6
Music to put you in a better mood ~ lofi / relax / stress relief,guVSqDHQU5s,2022-08-24,music,488.0,31.0,21332.0,2022,8,24,Wednesday,2.43285051328927,2.2875357427459804,0.14531477054328973,10,32.0,1.7
NLE Choppa - Walk Em Down feat. Roddy Ricch [Official Music Video],fyIcQ1Xl-rs,2020-03-19,music,2286473.0,86935.0,250793774.0,2020,3,19,Thursday,0.9463584173889483,0.911694478860171,0.034663938528777284,10,37120.0,1.6
Chill Songs ♫ Acoustic Love Songs 2022 🍃 Chill Music cover of popular songs,lG-JkvTpsWQ,2022-04-07,music,10402.0,123.0,1671725.0,2022,4,7,Thursday,0.6295888201774693,0.6222311551055616,0.007357665071907718,10,73.0,2.0
Music Mix 2022 🎧 Remixes of Popular Songs 🎧 EDM Best Music Mix,liF6L9YUg2A,2022-05-21,music,16909.0,215.0,3308580.0,2022,5,21,Saturday,0.5175632695708522,0.5110650154854907,0.00649825408536167,10,133.0,1.5
80s music that will give you memories of your childhood,pTnNKSVVLUs,2022-07-15,music,26306.0,331.0,2225959.0,2022,7,15,Friday,1.1966522309475462,1.1817822422685043,0.014869988679041851,10,2516.0,1.6
speed up tiktok audios that are such a vibe,NWIXrqSlNeQ,2022-08-23,music,5010.0,123.0,159448.0,2022,8,23,Tuesday,3.219211158426832,3.142070505302636,0.07714065312419646,10,250.0,1.9
MANN JOGIYA (Official Video) | Yasser Desai | Neil Bhatt | Aishwarya Sharma | New Hindi Song 2022,nCt1-I1-juY,2022-08-24,music,119953.0,13263.0,1693263.0,2022,8,24,Wednesday,7.867408744295042,7.084128641487683,0.783280102807359,10,204.0,2.0
yvngxchris - GUNNINHIMDOWN [Dir. by @DotComNirvan],7q8eed87pII,2022-08-23,music,4663.0,306.0,33480.0,2022,8,23,Tuesday,14.841253248110869,13.92730205191004,0.9139511962008304,10,419.0,1.8
shiey - settle down (Music Video),7efofMxwwr0,2022-08-22,music,10389.0,905.0,97930.0,2022,8,22,Monday,11.532609694580879,10.608489650876637,0.9241200437042407,10,2617.0,1.9
10Percent &amp; Moneybagg Yo - Major Payne [Official Music Video],GlL40g3PXI4,2022-08-23,music,9627.0,577.0,318166.0,2022,8,23,Tuesday,3.2071207887681625,3.025769485836055,0.18135130293210797,10,316.0,2.0
Jaana - Stebin Ben ft. Kamya Chaudhary | Jaani | Arvindr Khaira | Hunny Bunny | Desi Melodies,62O2-X7sJ_s,2022-08-24,music,242721.0,7745.0,5833454.0,2022,8,24,Wednesday,4.293613304636789,4.160844645240257,0.1327686593965326,8,162.0,2.0
14-Year-Old Polish Rising Star Sarah James Makes Simon Cowell EMOTIONAL on AGT Semifinals,UVLw1mxe0QI,2022-08-24,music,14741.0,913.0,811965.0,2022,8,24,Wednesday,1.927913237746408,1.8154701058911333,0.11244313185527473,10,1891.0,1.4
BEYOND THE BLACK - Is There Anybody Out There? (OFFICIAL MUSIC VIDEO),_PjhX07dsIg,2022-08-24,music,5041.0,252.0,141779.0,2022,8,24,Wednesday,3.7332486951615182,3.555508534348992,0.17774016081252644,10,158.0,1.6
"Troye Sivan - Angel Baby💦New OPM Love Song 2022 Aug💦Top 100 Rap OPM Songs💦Kumpas, Kagome, KG x Moira",aTRFraoKh5Q,2022-08-23,music,1240.0,9.0,54917.0,2022,8,23,Tuesday,2.2742998652536506,2.257911795768236,0.01638806948541462,4,8.0,1.25
Coldplay Greatest Hits Full Album Playlist - The Best Of Coldplay Nonstop New Songs,9ITV6bDjYgs,2022-08-23,music,470.0,6.0,29055.0,2022,8,23,Tuesday,1.6382158590308369,1.6175660792951543,0.02064977973568282,6,2.0,1.5
The Truth About Their Relationship (Official Music Video),66ChoYhqVh4,2021-11-25,music,365971.0,34419.0,35490831.0,2021,11,25,Thursday,1.1281505037695367,1.0311705287720503,0.09697997499748667,10,23552.0,2.0
BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO,RFMi3v0TXP8,2022-08-24,music,3001232.0,110160.0,23836066.0,2022,8,24,Wednesday,13.053294404651572,12.591137623501394,0.46215678115017883,11,82785.0,1.6363636363636365
Music Mix 2022 🎧 EDM Remixes of Popular Songs 🎧 EDM Gaming Music Mix ​,jEC3MXBntp0,2022-08-24,music,1634.0,52.0,148482.0,2022,8,24,Wednesday,1.1354835233663114,1.1004626792292722,0.03502084413703926,10,19.0,1.8
"It&#39;s A Maryland Thing, You Wouldn&#39;t Understand Official Music Video by Jimmy Charles",RSmLubla4S4,2022-08-24,music,132.0,19.0,2944.0,2022,8,24,Wednesday,5.127334465195246,4.482173174872665,0.6451612903225806,10,11.0,2.0
Best Reggae Music Hits 2022 - Best Reggae Popular Songs 2022-- BEST ENGLISH REGGAE LOVE SONGS 2022,T-86CvI94S8,2022-08-23,music,542.0,12.0,71547.0,2022,8,23,Tuesday,0.7743053614356795,0.7575334041482641,0.01677195728741544,10,16.0,1.6
Backrooms - Missing Tapes,uR6tgge7F0o,2022-08-23,music,106056.0,4284.0,1554691.0,2022,8,23,Tuesday,7.097225688432178,6.8216727171684175,0.27555297126376155,9,1269.0,1.7777777777777777
New Christian Worship Songs 2022 With Lyrics - Best Christian Gospel Songs Lyrics Playlist,epXH9MZLds0,2022-08-24,music,519.0,11.0,57394.0,2022,8,24,Wednesday,0.9234253854865407,0.9042599529575747,0.01916543252896594,7,22.0,1.8571428571428572
The Weeknd - Save Your Tears (Official Music Video),XXYlFuWEuKI,2021-01-05,music,6823113.0,270948.0,915457091.0,2021,1,5,Tuesday,0.7749200986035946,0.7453230806365307,0.029597017967063825,10,103423.0,1.1
Music Mix 2022 🎧 Remixes of Popular Songs 🎧 EDM Gaming Music Mix,smgBwwuMRJs,2022-08-23,music,1259.0,9.0,9958.0,2022,8,23,Tuesday,12.732202028316095,12.64183150918767,0.09037051912842656,7,3.0,1.5714285714285714
2Rare - &quot;Cupid Remix&quot; (Official Music Video),wrZ4o0gxNls,2022-01-25,music,152593.0,3290.0,15666598.0,2022,1,25,Tuesday,0.9950021699029891,0.9740020792004698,0.021000090702519417,10,3877.0,1.8
