country,year,value,indicator
South Sudan,2091,19388.263,Population
South Sudan,2091,22877.647,Population
South Sudan,2091,21294.698,Population
South Sudan,2091,42216.626,Population
South Sudan,2091,17753.086,Population
South Sudan,2091,18521.269,Population
South Sudan,2091,20998.849,Population
South Sudan,2091,19071.605,Population
South Sudan,2091,20866.029,Population
South Sudan,2091,23761.3,Population
South Sudan,2091,46442.119,Population
South Sudan,2091,13128.672,Population
South Sudan,2091,66538.036,Population
South Sudan,2091,9865.877,Population
South Sudan,2092,23780.454,Population
South Sudan,2092,32104.946,Population
South Sudan,2092,17314.566,Population
South Sudan,2092,48287.766,Population
South Sudan,2092,19404.488,Population
South Sudan,2092,22886.206,Population
South Sudan,2092,21245.446,Population
South Sudan,2092,42927.241,Population
South Sudan,2092,17743.11,Population
South Sudan,2092,18525.338,Population
South Sudan,2092,20978.19,Population
South Sudan,2092,19017.614,Population
South Sudan,2092,20848.111,Population
South Sudan,2092,23780.454,Population
South Sudan,2092,47142.451,Population
South Sudan,2092,13041.021,Population
South Sudan,2092,68162.531,Population
South Sudan,2092,9729.337,Population
South Sudan,2093,23794.667,Population
South Sudan,2093,32343.229,Population
South Sudan,2093,17193.406,Population
South Sudan,2093,49262.935,Population
South Sudan,2093,19419.325,Population
South Sudan,2093,22891.429,Population
South Sudan,2093,21191.056,Population
South Sudan,2093,43649.454,Population
South Sudan,2093,17733.604,Population
South Sudan,2093,18529.544,Population
South Sudan,2093,20953.532,Population
South Sudan,2093,18960.126,Population
South Sudan,2093,20826.679,Population
South Sudan,2093,23794.667,Population
South Sudan,2093,47693.798,Population
South Sudan,2093,12923.451,Population
South Sudan,2093,69480.795,Population
South Sudan,2093,9566.224,Population
South Sudan,2094,23798.293,Population
South Sudan,2094,32572.741,Population
South Sudan,2094,17062.186,Population
South Sudan,2094,50253.943,Population
South Sudan,2094,19427.483,Population
South Sudan,2094,22893.425,Population
South Sudan,2094,21125.774,Population
South Sudan,2094,44377.779,Population
South Sudan,2094,17724.861,Population
South Sudan,2094,18534.339,Population
South Sudan,2094,20919.32,Population
South Sudan,2094,18893.663,Population
South Sudan,2094,20796.208,Population
South Sudan,2094,23798.293,Population
South Sudan,2094,47942.656,Population
South Sudan,2094,12797.291,Population
South Sudan,2094,70602.66,Population
South Sudan,2094,9481.195,Population
South Sudan,2095,23801.612,Population
South Sudan,2095,32803.574,Population
South Sudan,2095,16931.385,Population
South Sudan,2095,51271.484,Population
South Sudan,2095,19439.421,Population
South Sudan,2095,22892.4,Population
South Sudan,2095,21059.79,Population
South Sudan,2095,45122.413,Population
South Sudan,2095,17717.122,Population
South Sudan,2095,18540.129,Population
South Sudan,2095,20885.869,Population
South Sudan,2095,18828.628,Population
South Sudan,2095,20767.016,Population
South Sudan,2095,23801.612,Population
South Sudan,2095,48352.118,Population
South Sudan,2095,12721.621,Population
South Sudan,2095,71481.036,Population
South Sudan,2095,9425.45,Population
South Sudan,2096,23810.976,Population
South Sudan,2096,33041.978,Population
South Sudan,2096,16807.469,Population
South Sudan,2096,52322.448,Population
South Sudan,2096,19461.615,Population
South Sudan,2096,22888.44,Population
South Sudan,2096,20999.495,Population
South Sudan,2096,45889.895,Population
South Sudan,2096,17710.579,Population
South Sudan,2096,18547.109,Population
South Sudan,2096,20859.565,Population
South Sudan,2096,18771.462,Population
South Sudan,2096,20745.492,Population
South Sudan,2096,23810.976,Population
South Sudan,2096,48727.848,Population
South Sudan,2096,12674.956,Population
South Sudan,2096,72541.971,Population
South Sudan,2096,9334.694,Population
South Sudan,2097,23815.418,Population
South Sudan,2097,33277.007,Population
South Sudan,2097,16679.487,Population
South Sudan,2097,53396.293,Population
South Sudan,2097,19483.04,Population
South Sudan,2097,22881.744,Population
South Sudan,2097,20933.924,Population
South Sudan,2097,46669.365,Population
South Sudan,2097,17705.344,Population
South Sudan,2097,18555.398,Population
South Sudan,2097,20829.453,Population
South Sudan,2097,18711.217,Population
South Sudan,2097,20720.669,Population
South Sudan,2097,23815.418,Population
South Sudan,2097,48913.948,Population
South Sudan,2097,12559.182,Population
South Sudan,2097,73799.251,Population
South Sudan,2097,9187.828,Population
South Sudan,2098,23823.439,Population
South Sudan,2098,33517.088,Population
South Sudan,2098,16556.045,Population
South Sudan,2098,54501.791,Population
South Sudan,2098,19512.163,Population
South Sudan,2098,22872.421,Population
South Sudan,2098,20871.616,Population
South Sudan,2098,47469.276,Population
South Sudan,2098,17701.469,Population
South Sudan,2098,18565.084,Population
South Sudan,2098,20804.037,Population
South Sudan,2098,18656.448,Population
South Sudan,2098,20701.017,Population
South Sudan,2098,23823.439,Population
South Sudan,2098,49354.561,Population
South Sudan,2098,12381.063,Population
South Sudan,2098,75086.108,Population
South Sudan,2098,9015.43,Population
South Sudan,2099,23835.038,Population
South Sudan,2099,33761.982,Population
South Sudan,2099,16437.373,Population
South Sudan,2099,55639.899,Population
South Sudan,2099,19549.434,Population
South Sudan,2099,22860.18,Population
South Sudan,2099,20812.57,Population
South Sudan,2099,48290.137,Population
South Sudan,2099,17698.95,Population
South Sudan,2099,18576.253,Population
South Sudan,2099,20783.415,Population
South Sudan,2099,18607.341,Population
South Sudan,2099,20686.605,Population
South Sudan,2099,23835.038,Population
South Sudan,2099,49867.866,Population
South Sudan,2099,12232.119,Population
South Sudan,2099,76818.887,Population
South Sudan,2099,8955.781,Population
South Sudan,2100,23840.772,Population
South Sudan,2100,34002.064,Population
South Sudan,2100,16314.199,Population
South Sudan,2100,56801.982,Population
South Sudan,2100,19585.685,Population
South Sudan,2100,22844.737,Population
South Sudan,2100,20747.406,Population
South Sudan,2100,49122.948,Population
South Sudan,2100,17697.724,Population
South Sudan,2100,18588.871,Population
South Sudan,2100,20758.197,Population
South Sudan,2100,18554.595,Population
South Sudan,2100,20668.029,Population
South Sudan,2100,23840.772,Population
South Sudan,2100,50182.238,Population
South Sudan,2100,12154.368,Population
South Sudan,2100,78532.797,Population
South Sudan,2100,8930.633,Population
